Datetime,Open,High,Low,Close,Volume
2025-11-11 21:30:00,4112.39990234375,4121.7001953125,4110.7001953125,4119.2001953125,13174
2025-11-11 22:30:00,4119.0,4123.7001953125,4116.0,4119.89990234375,8027
2025-11-11 23:30:00,4120.10009765625,4122.10009765625,4112.39990234375,4119.7998046875,20075
2025-11-12 00:30:00,4119.7001953125,4131.7001953125,4118.0,4128.39990234375,8296
2025-11-12 01:30:00,4128.60009765625,4138.5,4127.7001953125,4135.7001953125,7035
2025-11-12 02:30:00,4135.60009765625,4137.7001953125,4131.7001953125,4133.2001953125,2536
2025-11-12 04:30:00,4132.2001953125,4151.0,4132.2001953125,4148.7001953125,0
2025-11-12 05:30:00,4148.39990234375,4151.5,4137.60009765625,4139.0,6040
2025-11-12 06:30:00,4139.0,4143.2001953125,4132.0,4137.39990234375,9380
2025-11-12 07:30:00,4137.39990234375,4141.7998046875,4124.5,4129.89990234375,6884
2025-11-12 08:30:00,4130.2001953125,4131.5,4117.5,4117.7001953125,6229
2025-11-12 09:30:00,4117.60009765625,4119.39990234375,4109.39990234375,4116.5,8015
2025-11-12 10:30:00,4116.5,4116.7998046875,4104.39990234375,4110.5,6647
2025-11-12 11:30:00,4110.5,4124.2001953125,4108.89990234375,4123.89990234375,6401
2025-11-12 12:30:00,4123.7001953125,4130.7001953125,4118.60009765625,4122.2998046875,7305
2025-11-12 13:30:00,4122.60009765625,4138.2001953125,4117.39990234375,4136.7998046875,9629
2025-11-12 14:30:00,4136.7001953125,4139.60009765625,4126.2001953125,4130.60009765625,6154
2025-11-12 15:30:00,4130.39990234375,4135.2001953125,4123.39990234375,4133.2998046875,6955
2025-11-12 16:30:00,4133.2998046875,4137.0,4128.5,4131.7001953125,4416
2025-11-12 17:30:00,4131.39990234375,4145.89990234375,4130.2998046875,4136.39990234375,9079
2025-11-12 18:30:00,4136.39990234375,4139.0,4128.7001953125,4132.89990234375,10102
2025-11-12 19:30:00,4133.10009765625,4146.7998046875,4130.7001953125,4142.7001953125,15614
2025-11-12 20:30:00,4142.7001953125,4192.2998046875,4140.7001953125,4187.89990234375,47411
2025-11-12 21:30:00,4187.7001953125,4204.60009765625,4186.5,4203.0,27228
2025-11-12 22:30:00,4203.2001953125,4212.60009765625,4198.39990234375,4205.7998046875,21502
2025-11-12 23:30:00,4206.10009765625,4218.5,4196.89990234375,4213.5,31631
2025-11-13 00:30:00,4213.7998046875,4216.5,4197.7998046875,4203.2998046875,10680
2025-11-13 01:30:00,4203.39990234375,4205.5,4196.0,4201.2998046875,9792
2025-11-13 02:30:00,4201.2998046875,4207.89990234375,4196.5,4201.39990234375,5153
2025-11-13 04:30:00,4202.39990234375,4210.0,4190.2998046875,4195.60009765625,0
2025-11-13 05:30:00,4195.5,4212.5,4189.10009765625,4209.2998046875,8200
2025-11-13 06:30:00,4209.2001953125,4213.0,4183.2001953125,4197.0,11371
2025-11-13 07:30:00,4197.10009765625,4201.0,4188.10009765625,4194.2001953125,7782
2025-11-13 08:30:00,4194.0,4217.2001953125,4193.89990234375,4216.7998046875,10175
2025-11-13 09:30:00,4216.89990234375,4223.89990234375,4207.7001953125,4214.60009765625,7975
2025-11-13 10:30:00,4213.2998046875,4221.39990234375,4211.2001953125,4216.0,8281
2025-11-13 11:30:00,4215.39990234375,4216.39990234375,4206.89990234375,4214.39990234375,6848
2025-11-13 12:30:00,4214.60009765625,4224.89990234375,4212.39990234375,4224.60009765625,8404
2025-11-13 13:30:00,4224.7001953125,4244.2998046875,4223.39990234375,4237.5,13695
2025-11-13 14:30:00,4237.39990234375,4245.10009765625,4230.0,4238.2998046875,8850
2025-11-13 15:30:00,4238.10009765625,4245.60009765625,4226.60009765625,4230.2998046875,8622
2025-11-13 16:30:00,4230.7001953125,4236.89990234375,4224.0,4235.0,7992
2025-11-13 17:30:00,4234.7001953125,4250.0,4234.2001953125,4247.39990234375,10175
2025-11-13 18:30:00,4247.2001953125,4248.7001953125,4224.5,4236.7001953125,16128
2025-11-13 19:30:00,4236.89990234375,4237.5,4188.60009765625,4199.89990234375,36248
2025-11-13 20:30:00,4199.7998046875,4209.7001953125,4190.5,4206.60009765625,18274
2025-11-13 21:30:00,4206.60009765625,4215.7998046875,4200.0,4210.7998046875,17260
2025-11-13 22:30:00,4211.0,4212.7998046875,4197.7001953125,4206.2998046875,13588
2025-11-13 23:30:00,4206.2001953125,4207.7998046875,4148.5,4161.60009765625,45551
2025-11-14 00:30:00,4161.5,4174.5,4149.5,4167.7998046875,17758
2025-11-14 01:30:00,4167.7998046875,4174.7998046875,4164.2001953125,4168.10009765625,7701
2025-11-14 02:30:00,4167.89990234375,4185.0,4165.0,4174.5,5281
2025-11-14 04:30:00,4174.89990234375,4189.60009765625,4173.10009765625,4188.89990234375,0
2025-11-14 05:30:00,4189.0,4192.60009765625,4180.89990234375,4186.89990234375,5414
2025-11-14 06:30:00,4186.5,4196.60009765625,4176.2001953125,4193.0,8450
2025-11-14 07:30:00,4193.10009765625,4213.0,4191.2998046875,4209.7998046875,8733
2025-11-14 08:30:00,4209.60009765625,4215.10009765625,4204.2001953125,4207.7001953125,4745
2025-11-14 09:30:00,4207.60009765625,4209.0,4199.5,4206.2001953125,3416
2025-11-14 10:30:00,4206.2998046875,4206.60009765625,4186.39990234375,4192.7998046875,7865
2025-11-14 11:30:00,4192.2998046875,4196.2001953125,4171.7001953125,4177.2998046875,8401
2025-11-14 12:30:00,4177.7001953125,4186.0,4162.10009765625,4184.39990234375,11017
2025-11-14 13:30:00,4184.5,4190.7001953125,4172.60009765625,4179.10009765625,10415
2025-11-14 14:30:00,4178.60009765625,4183.60009765625,4169.0,4171.89990234375,7745
2025-11-14 15:30:00,4171.7001953125,4174.2998046875,4162.60009765625,4170.7001953125,8288
2025-11-14 16:30:00,4171.0,4172.7998046875,4133.2998046875,4135.60009765625,16872
2025-11-14 17:30:00,4135.10009765625,4143.39990234375,4109.0,4118.2998046875,24708
2025-11-14 18:30:00,4117.7998046875,4121.2998046875,4042.39990234375,4056.5,55493
2025-11-14 19:30:00,4056.39990234375,4085.0,4032.60009765625,4083.699951171875,44512
2025-11-14 20:30:00,4083.39990234375,4098.2001953125,4069.10009765625,4095.5,30350
2025-11-14 21:30:00,4095.699951171875,4113.2001953125,4082.60009765625,4107.10009765625,18566
2025-11-14 22:30:00,4107.39990234375,4112.7001953125,4095.39990234375,4101.5,16133
2025-11-14 23:30:00,4101.60009765625,4106.0,4082.60009765625,4100.0,17643
2025-11-15 00:30:00,4100.2001953125,4102.0,4089.5,4091.800048828125,6514
2025-11-15 01:30:00,4092.199951171875,4094.199951171875,4077.5,4088.89990234375,9018
2025-11-15 02:30:00,4088.60009765625,4088.800048828125,4078.800048828125,4084.39990234375,3721
2025-11-17 04:30:00,4100.0,4107.60009765625,4094.0,4097.0,4908
2025-11-17 05:30:00,4097.60009765625,4099.7001953125,4081.0,4084.39990234375,5254
2025-11-17 06:30:00,4084.300048828125,4103.60009765625,4083.800048828125,4092.199951171875,7210
2025-11-17 07:30:00,4092.39990234375,4095.300048828125,4081.60009765625,4082.89990234375,7691
2025-11-17 08:30:00,4082.60009765625,4086.89990234375,4070.5,4084.0,8501
2025-11-17 09:30:00,4084.199951171875,4089.10009765625,4077.800048828125,4078.800048828125,5343
2025-11-17 10:30:00,4079.800048828125,4079.800048828125,4051.10009765625,4060.0,11836
2025-11-17 11:30:00,4059.89990234375,4072.60009765625,4055.5,4067.0,8401
2025-11-17 12:30:00,4066.5,4089.89990234375,4065.699951171875,4088.89990234375,7504
2025-11-17 13:30:00,4088.89990234375,4097.10009765625,4072.89990234375,4078.800048828125,10463
2025-11-17 14:30:00,4078.39990234375,4090.0,4073.5,4083.300048828125,7844
2025-11-17 15:30:00,4083.39990234375,4091.0,4069.800048828125,4072.10009765625,9088
2025-11-17 16:30:00,4071.89990234375,4087.5,4062.300048828125,4080.10009765625,9491
2025-11-17 17:30:00,4080.0,4087.0,4075.800048828125,4078.5,5592
2025-11-17 18:30:00,4078.60009765625,4093.5,4059.800048828125,4065.89990234375,12514
2025-11-17 19:30:00,4066.0,4083.60009765625,4060.800048828125,4077.800048828125,13106
2025-11-17 20:30:00,4077.60009765625,4078.89990234375,4061.699951171875,4065.60009765625,13771
2025-11-17 21:30:00,4065.199951171875,4074.5,4053.10009765625,4071.10009765625,13567
2025-11-17 22:30:00,4071.199951171875,4082.5,4071.0,4074.699951171875,8840
2025-11-17 23:30:00,4074.699951171875,4077.10009765625,4063.60009765625,4063.800048828125,7850
2025-11-18 00:30:00,4063.800048828125,4066.5,4010.10009765625,4011.300048828125,28322
2025-11-18 01:30:00,4011.39990234375,4044.39990234375,4006.800048828125,4041.199951171875,17597
2025-11-18 02:30:00,4041.0,4046.800048828125,4038.89990234375,4045.10009765625,3654
2025-11-18 04:30:00,4045.60009765625,4055.39990234375,4027.60009765625,4036.300048828125,0
2025-11-18 05:30:00,4036.5,4041.0,4026.89990234375,4039.800048828125,5898
2025-11-18 06:30:00,4040.10009765625,4044.800048828125,4021.39990234375,4024.300048828125,8063
2025-11-18 07:30:00,4024.10009765625,4035.89990234375,4015.800048828125,4018.199951171875,7198
2025-11-18 08:30:00,4018.0,4026.199951171875,4008.0,4012.300048828125,9224
2025-11-18 09:30:00,4012.199951171875,4017.800048828125,4002.5,4011.0,7940
2025-11-18 10:30:00,4010.10009765625,4024.800048828125,4007.699951171875,4018.699951171875,8575
2025-11-18 11:30:00,4018.60009765625,4020.300048828125,4007.10009765625,4008.300048828125,6571
2025-11-18 12:30:00,4008.39990234375,4017.10009765625,3997.39990234375,4013.39990234375,15404
2025-11-18 13:30:00,4013.699951171875,4042.5,4010.199951171875,4036.800048828125,12042
2025-11-18 14:30:00,4036.10009765625,4047.0,4029.60009765625,4039.699951171875,6884
2025-11-18 15:30:00,4039.699951171875,4050.199951171875,4036.800048828125,4043.60009765625,7527
2025-11-18 16:30:00,4043.5,4049.89990234375,4036.10009765625,4039.0,4913
2025-11-18 17:30:00,4039.0,4044.699951171875,4028.10009765625,4031.699951171875,6435
2025-11-18 18:30:00,4031.89990234375,4070.800048828125,4030.39990234375,4065.300048828125,19490
2025-11-18 19:30:00,4065.699951171875,4082.300048828125,4057.89990234375,4065.0,25915
2025-11-18 20:30:00,4064.89990234375,4072.39990234375,4048.699951171875,4053.199951171875,21609
2025-11-18 21:30:00,4053.39990234375,4069.800048828125,4040.10009765625,4067.39990234375,19366
2025-11-18 22:30:00,4067.199951171875,4076.39990234375,4059.300048828125,4072.10009765625,8981
2025-11-18 23:30:00,4072.0,4075.300048828125,4063.5,4072.300048828125,7758
2025-11-19 00:30:00,4073.5,4083.300048828125,4073.199951171875,4082.300048828125,6600
2025-11-19 01:30:00,4082.199951171875,4083.699951171875,4067.699951171875,4069.800048828125,4584
2025-11-19 02:30:00,4069.699951171875,4072.800048828125,4064.89990234375,4067.39990234375,1605
2025-11-19 04:30:00,4067.800048828125,4077.60009765625,4065.300048828125,4076.5,0
2025-11-19 05:30:00,4076.10009765625,4078.199951171875,4067.0,4069.0,3406
2025-11-19 06:30:00,4068.89990234375,4070.699951171875,4056.60009765625,4059.60009765625,5174
2025-11-19 07:30:00,4059.800048828125,4081.300048828125,4056.10009765625,4075.699951171875,5825
2025-11-19 08:30:00,4075.699951171875,4079.0,4065.89990234375,4066.800048828125,4655
2025-11-19 09:30:00,4066.699951171875,4076.800048828125,4064.10009765625,4075.300048828125,2818
2025-11-19 10:30:00,4075.199951171875,4098.39990234375,4073.89990234375,4096.60009765625,9592
2025-11-19 11:30:00,4096.5,4100.0,4090.0,4091.699951171875,6258
2025-11-19 12:30:00,4091.39990234375,4097.7001953125,4085.10009765625,4087.300048828125,6005
2025-11-19 13:30:00,4086.800048828125,4089.60009765625,4078.199951171875,4083.60009765625,6745
2025-11-19 14:30:00,4083.800048828125,4117.7001953125,4081.10009765625,4114.2998046875,11248
2025-11-19 15:30:00,4114.10009765625,4120.0,4107.5,4109.60009765625,8508
2025-11-19 16:30:00,4109.7001953125,4118.5,4107.10009765625,4113.60009765625,6893
2025-11-19 17:30:00,4113.60009765625,4121.0,4112.7001953125,4115.10009765625,5655
2025-11-19 18:30:00,4115.0,4118.7001953125,4101.0,4111.5,15461
2025-11-19 19:30:00,4111.7998046875,4130.7001953125,4102.2998046875,4129.2001953125,17409
2025-11-19 20:30:00,4129.10009765625,4134.2998046875,4090.5,4097.39990234375,32874
2025-11-19 21:30:00,4097.0,4099.39990234375,4068.300048828125,4075.699951171875,25671
2025-11-19 22:30:00,4074.699951171875,4082.0,4055.60009765625,4079.60009765625,18816
2025-11-19 23:30:00,4079.39990234375,4092.39990234375,4076.39990234375,4087.89990234375,14223
2025-11-20 00:30:00,4087.60009765625,4087.699951171875,4069.0,4073.800048828125,9407
2025-11-20 01:30:00,4073.39990234375,4082.800048828125,4072.300048828125,4076.5,5247
2025-11-20 02:30:00,4076.300048828125,4085.199951171875,4065.0,4078.300048828125,3921
2025-11-20 04:30:00,4079.89990234375,4108.10009765625,4076.800048828125,4104.2998046875,0
2025-11-20 05:30:00,4104.2998046875,4109.60009765625,4098.89990234375,4102.0,5099
2025-11-20 06:30:00,4102.0,4108.0,4080.800048828125,4081.10009765625,9801
2025-11-20 07:30:00,4081.199951171875,4081.60009765625,4034.0,4065.300048828125,15557
2025-11-20 08:30:00,4065.199951171875,4084.0,4060.199951171875,4070.300048828125,8592
2025-11-20 09:30:00,4070.39990234375,4079.10009765625,4066.60009765625,4075.10009765625,3115
2025-11-20 10:30:00,4074.199951171875,4074.699951171875,4063.39990234375,4065.10009765625,4477
2025-11-20 11:30:00,4064.800048828125,4077.0,4057.5,4066.89990234375,5536
2025-11-20 12:30:00,4066.60009765625,4075.300048828125,4052.800048828125,4058.89990234375,8447
2025-11-20 13:30:00,4058.300048828125,4069.0,4037.39990234375,4062.39990234375,16282
2025-11-20 14:30:00,4062.39990234375,4071.5,4054.300048828125,4062.300048828125,13084
2025-11-20 15:30:00,4062.800048828125,4066.60009765625,4056.89990234375,4058.60009765625,4983
2025-11-20 16:30:00,4058.60009765625,4067.0,4049.60009765625,4059.60009765625,6992
2025-11-20 17:30:00,4059.60009765625,4081.60009765625,4059.0,4081.199951171875,8788
2025-11-20 18:30:00,4081.39990234375,4096.2001953125,4066.10009765625,4079.699951171875,27640
2025-11-20 19:30:00,4080.0,4106.89990234375,4071.800048828125,4092.60009765625,23722
2025-11-20 20:30:00,4092.300048828125,4098.5,4069.300048828125,4069.5,21239
2025-11-20 21:30:00,4069.300048828125,4082.60009765625,4043.5,4047.60009765625,25364
2025-11-20 22:30:00,4047.5,4067.5,4042.60009765625,4064.699951171875,17948
2025-11-20 23:30:00,4064.699951171875,4071.5,4055.5,4060.0,15823
2025-11-21 00:30:00,4060.10009765625,4087.300048828125,4058.60009765625,4084.39990234375,10082
2025-11-21 01:30:00,4084.199951171875,4084.699951171875,4072.699951171875,4077.300048828125,6828
2025-11-21 02:30:00,4077.300048828125,4080.300048828125,4073.89990234375,4076.699951171875,1974
2025-11-21 04:30:00,4074.89990234375,4089.39990234375,4072.10009765625,4079.699951171875,0
2025-11-21 05:30:00,4079.199951171875,4081.10009765625,4071.0,4073.60009765625,3419
2025-11-21 06:30:00,4073.39990234375,4074.0,4060.199951171875,4068.199951171875,6254
2025-11-21 07:30:00,4067.5,4079.10009765625,4054.89990234375,4055.5,6225
2025-11-21 08:30:00,4055.39990234375,4057.89990234375,4048.0,4054.5,6908
2025-11-21 09:30:00,4054.0,4060.699951171875,4045.5,4049.39990234375,4571
2025-11-21 10:30:00,4050.300048828125,4057.5,4037.5,4056.199951171875,8678
2025-11-21 11:30:00,4056.60009765625,4063.39990234375,4026.0,4030.300048828125,11322
2025-11-21 12:30:00,4030.199951171875,4036.89990234375,4021.60009765625,4029.0,8758
2025-11-21 13:30:00,4028.699951171875,4045.699951171875,4018.10009765625,4037.89990234375,10704
2025-11-21 14:30:00,4037.800048828125,4060.5,4037.0,4047.699951171875,13811
2025-11-21 15:30:00,4047.300048828125,4049.800048828125,4029.0,4034.10009765625,12379
2025-11-21 16:30:00,4034.300048828125,4044.10009765625,4028.10009765625,4034.10009765625,6464
2025-11-21 17:30:00,4034.300048828125,4070.5,4032.300048828125,4064.199951171875,14458
2025-11-21 18:30:00,4064.5,4080.300048828125,4057.300048828125,4078.199951171875,16147
2025-11-21 19:30:00,4078.199951171875,4082.89990234375,4060.0,4070.300048828125,22165
2025-11-21 20:30:00,4070.10009765625,4075.89990234375,4053.39990234375,4068.699951171875,22846
2025-11-21 21:30:00,4068.5,4100.60009765625,4061.800048828125,4099.7001953125,21971
2025-11-21 22:30:00,4099.60009765625,4101.0,4078.800048828125,4085.0,16807
2025-11-21 23:30:00,4085.0,4087.39990234375,4075.5,4081.89990234375,13158
2025-11-22 00:30:00,4082.10009765625,4092.10009765625,4081.800048828125,4087.199951171875,5176
2025-11-22 01:30:00,4087.0,4088.199951171875,4053.5,4064.5,12522
2025-11-22 02:30:00,4064.39990234375,4066.10009765625,4052.199951171875,4062.800048828125,4134
2025-11-24 04:30:00,4068.5,4074.800048828125,4062.5,4071.60009765625,3954
2025-11-24 05:30:00,4071.699951171875,4072.699951171875,4054.800048828125,4064.699951171875,3517
2025-11-24 06:30:00,4064.800048828125,4070.60009765625,4038.89990234375,4041.10009765625,8368
2025-11-24 07:30:00,4040.89990234375,4048.60009765625,4037.199951171875,4040.699951171875,4936
2025-11-24 08:30:00,4041.0,4055.199951171875,4040.699951171875,4047.5,4740
2025-11-24 09:30:00,4047.199951171875,4058.699951171875,4038.800048828125,4039.89990234375,5038
2025-11-24 10:30:00,4040.800048828125,4046.300048828125,4036.39990234375,4042.699951171875,4978
2025-11-24 11:30:00,4042.699951171875,4054.300048828125,4041.89990234375,4049.5,4752
2025-11-24 12:30:00,4049.699951171875,4064.5,4047.89990234375,4057.0,6121
2025-11-24 13:30:00,4056.5,4064.0,4056.199951171875,4060.699951171875,5160
2025-11-24 14:30:00,4060.199951171875,4071.800048828125,4059.89990234375,4068.5,7842
2025-11-24 15:30:00,4068.60009765625,4074.0,4060.199951171875,4061.199951171875,7176
2025-11-24 16:30:00,4061.199951171875,4068.39990234375,4060.199951171875,4066.5,5363
2025-11-24 17:30:00,4066.39990234375,4081.60009765625,4062.60009765625,4077.89990234375,8415
2025-11-24 18:30:00,4078.0,4083.800048828125,4070.60009765625,4075.300048828125,16263
2025-11-24 19:30:00,4075.10009765625,4084.60009765625,4066.0,4078.89990234375,18953
2025-11-24 20:30:00,4079.0,4092.60009765625,4078.89990234375,4089.800048828125,19734
2025-11-24 21:30:00,4090.0,4097.39990234375,4087.699951171875,4096.2001953125,17015
2025-11-24 22:30:00,4096.60009765625,4099.60009765625,4087.5,4091.699951171875,13720
2025-11-24 23:30:00,4091.800048828125,4126.39990234375,4086.5,4119.2998046875,26871
2025-11-25 00:30:00,4119.39990234375,4123.2998046875,4113.0,4117.39990234375,10045
2025-11-25 01:30:00,4117.39990234375,4132.89990234375,4117.0,4130.5,9570
2025-11-25 02:30:00,4130.2998046875,4138.2001953125,4128.2001953125,4133.7998046875,4295
2025-11-25 04:30:00,4133.5,4142.2001953125,4124.0,4141.89990234375,0
2025-11-25 05:30:00,4141.89990234375,4142.7998046875,4124.7001953125,4126.60009765625,2496
2025-11-25 06:30:00,4126.7001953125,4136.39990234375,4120.5,4132.0,4062
2025-11-25 07:30:00,4131.60009765625,4152.0,4130.10009765625,4147.2998046875,3657
2025-11-25 08:30:00,4147.0,4147.2998046875,4136.0,4140.10009765625,2555
2025-11-25 09:30:00,4139.7001953125,4145.7001953125,4136.7998046875,4138.7998046875,1760
2025-11-25 10:30:00,4138.5,4150.0,4138.5,4148.39990234375,1648
2025-11-25 11:30:00,4147.89990234375,4149.5,4136.2001953125,4138.60009765625,1983
2025-11-25 12:30:00,4138.10009765625,4142.7001953125,4126.2998046875,4129.39990234375,4603
2025-11-25 13:30:00,4129.7001953125,4166.7001953125,4106.7001953125,4113.0,36788
2025-11-25 14:30:00,4150.0,4164.89990234375,4111.0,4161.89990234375,8166
2025-11-25 15:30:00,4161.7998046875,4172.89990234375,4124.10009765625,4165.2998046875,0
2025-11-25 16:30:00,4128.2998046875,4171.7998046875,4124.2998046875,4167.60009765625,39405
2025-11-25 17:30:00,4130.60009765625,4172.89990234375,4112.39990234375,4127.10009765625,0
2025-11-25 18:30:00,4127.10009765625,4185.60009765625,4126.2001953125,4181.7998046875,56645
2025-11-25 19:30:00,4181.7001953125,4182.7998046875,4106.7998046875,4158.60009765625,28137
2025-11-25 20:30:00,4121.7998046875,4167.7001953125,4113.89990234375,4156.7998046875,17751
2025-11-25 21:30:00,4118.60009765625,4175.5,4118.10009765625,4132.2001953125,0
2025-11-25 22:30:00,4132.2001953125,4194.0,4131.7998046875,4180.5,89134
2025-11-25 23:30:00,4142.7998046875,4185.60009765625,4128.2998046875,4131.7001953125,0
2025-11-26 00:30:00,4131.7001953125,4174.7001953125,4125.60009765625,4131.7001953125,2389
2025-11-26 01:30:00,4131.89990234375,4173.5,4128.10009765625,4166.7001953125,92924
2025-11-26 02:30:00,4129.10009765625,4177.2998046875,4124.39990234375,4177.2998046875,1608
2025-11-26 04:30:00,4167.0,4172.39990234375,4127.5,4167.60009765625,0
2025-11-26 05:30:00,4167.89990234375,4178.7001953125,4129.39990234375,4177.2001953125,2947
2025-11-26 06:30:00,4177.60009765625,4187.5,4135.89990234375,4183.0,5250
2025-11-26 07:30:00,4183.0,4201.7998046875,4144.89990234375,4196.89990234375,8924
2025-11-26 08:30:00,4197.0,4204.89990234375,4157.60009765625,4201.2001953125,4535
2025-11-26 09:30:00,4201.0,4202.2001953125,4154.7001953125,4197.2998046875,4632
2025-11-26 10:30:00,4197.5,4204.0,4158.5,4197.10009765625,4487
2025-11-26 11:30:00,4197.0,4197.5,4144.10009765625,4185.2998046875,6533
2025-11-26 12:30:00,4185.0,4196.0,4146.7998046875,4191.89990234375,4964
2025-11-26 13:30:00,4191.89990234375,4203.2001953125,4151.7001953125,4195.39990234375,7920
2025-11-26 14:30:00,4195.10009765625,4198.7998046875,4153.5,4197.10009765625,4532
2025-11-26 15:30:00,4197.2001953125,4199.39990234375,4153.2998046875,4194.89990234375,6399
2025-11-26 16:30:00,4195.0,4208.60009765625,4154.7998046875,4206.7001953125,7286
2025-11-26 17:30:00,4206.7998046875,4209.0,4145.39990234375,4190.39990234375,11146
2025-11-26 18:30:00,4189.89990234375,4201.39990234375,4146.0,4188.2001953125,12370
2025-11-26 19:30:00,4187.89990234375,4192.10009765625,4138.2998046875,4176.7001953125,18124
2025-11-26 20:30:00,4176.39990234375,4200.7001953125,4132.89990234375,4200.2998046875,26337
2025-11-26 21:30:00,4200.39990234375,4203.0,4158.10009765625,4201.60009765625,15354
2025-11-26 22:30:00,4201.5,4204.7998046875,4162.7998046875,4201.7998046875,7685
2025-11-26 23:30:00,4202.10009765625,4206.60009765625,4155.60009765625,4198.5,12300
2025-11-27 00:30:00,4198.7998046875,4204.0,4159.39990234375,4197.0,5090
2025-11-27 01:30:00,4196.60009765625,4201.2998046875,4157.2001953125,4196.89990234375,4900
2025-11-27 02:30:00,4196.89990234375,4200.89990234375,4158.39990234375,4196.10009765625,1723
2025-11-27 04:30:00,4198.60009765625,4200.7998046875,4161.5,4196.60009765625,0
2025-11-27 05:30:00,4196.5,4199.5,4159.2998046875,4197.10009765625,1304
2025-11-27 06:30:00,4197.0,4198.2001953125,4145.5,4187.39990234375,6515
2025-11-27 07:30:00,4187.7001953125,4189.2998046875,4152.0,4177.39990234375,4398
2025-11-27 08:30:00,4177.60009765625,4183.0,4144.5,4179.5,3530
2025-11-27 09:30:00,4179.2998046875,4186.89990234375,4140.0,4182.7001953125,4805
2025-11-28 20:00:00,4217.60009765625,4246.60009765625,4188.2998046875,4233.5,15787
2025-11-28 21:00:00,4233.7001953125,4239.5,4185.10009765625,4239.2998046875,13575
2025-11-28 22:00:00,4239.2998046875,4246.2001953125,4200.7001953125,4242.10009765625,9734
2025-11-28 23:00:00,4242.0,4251.7001953125,4205.0,4251.39990234375,9070
2025-12-01 04:30:00,4245.10009765625,4261.0,4214.89990234375,4257.2998046875,8256
2025-12-01 05:30:00,4257.5,4269.7998046875,4222.7998046875,4267.2001953125,8056
2025-12-01 06:30:00,4266.7001953125,4291.39990234375,4223.0,4290.60009765625,13870
2025-12-01 07:30:00,4290.7001953125,4291.7998046875,4237.89990234375,4277.7998046875,10333
2025-12-01 08:30:00,4278.0,4278.89990234375,4267.0,4273.7998046875,8888
2025-12-01 09:30:00,4274.10009765625,4281.89990234375,4270.7998046875,4280.5,3903
2025-12-01 10:30:00,4280.5,4281.2998046875,4220.2998046875,4263.5,12935
2025-12-01 11:30:00,4263.60009765625,4273.89990234375,4259.60009765625,4269.89990234375,6513
2025-12-01 12:30:00,4270.2001953125,4280.0,4239.39990234375,4278.89990234375,5680
2025-12-01 13:30:00,4278.7001953125,4288.7998046875,4245.7998046875,4279.2001953125,7973
2025-12-01 14:30:00,4279.2998046875,4287.0,4277.7998046875,4284.2998046875,6043
2025-12-01 15:30:00,4284.2998046875,4297.7998046875,4250.89990234375,4290.7001953125,9860
2025-12-01 16:30:00,4290.7998046875,4294.0,4252.2001953125,4290.0,4244
2025-12-01 17:30:00,4289.7001953125,4292.10009765625,4252.2001953125,4280.7998046875,6645
2025-12-01 18:30:00,4280.60009765625,4299.60009765625,4250.2001953125,4281.7001953125,13160
2025-12-01 19:30:00,4281.7001953125,4283.7001953125,4225.60009765625,4273.2001953125,24801
2025-12-01 20:30:00,4274.10009765625,4279.0,4219.2998046875,4265.2001953125,23520
2025-12-01 21:30:00,4265.39990234375,4275.7001953125,4223.60009765625,4258.89990234375,16612
2025-12-01 22:30:00,4259.10009765625,4273.2001953125,4222.89990234375,4265.2001953125,10338
2025-12-01 23:30:00,4265.5,4278.7998046875,4230.39990234375,4274.2001953125,9476
2025-12-02 00:30:00,4274.2998046875,4278.0,4239.2998046875,4270.7998046875,5532
2025-12-02 01:30:00,4270.89990234375,4276.0,4237.10009765625,4270.7998046875,5001
2025-12-02 02:30:00,4270.7998046875,4274.10009765625,4236.0,4265.0,1818
2025-12-02 04:30:00,4265.2998046875,4268.7998046875,4230.5,4260.10009765625,0
2025-12-02 05:30:00,4260.39990234375,4262.89990234375,4254.39990234375,4259.60009765625,3976
2025-12-02 06:30:00,4259.7001953125,4260.0,4199.7001953125,4251.10009765625,16108
2025-12-02 07:30:00,4250.7998046875,4255.89990234375,4220.39990234375,4253.0,5094
2025-12-02 08:30:00,4252.89990234375,4257.39990234375,4219.2001953125,4247.7001953125,5349
2025-12-02 09:30:00,4247.89990234375,4251.89990234375,4244.39990234375,4249.10009765625,4248
2025-12-02 10:30:00,4249.7001953125,4256.89990234375,4246.39990234375,4256.5,4954
2025-12-02 11:30:00,4256.2998046875,4258.10009765625,4234.39990234375,4244.0,8176
2025-12-02 12:30:00,4244.0,4250.10009765625,4240.60009765625,4244.5,4636
2025-12-02 13:30:00,4244.7001953125,4248.89990234375,4209.2998046875,4241.39990234375,4981
2025-12-02 14:30:00,4241.2001953125,4244.39990234375,4188.7001953125,4222.89990234375,12851
2025-12-02 15:30:00,4222.89990234375,4223.5,4183.7001953125,4216.39990234375,6922
2025-12-02 16:30:00,4216.2001953125,4236.60009765625,4182.10009765625,4236.0,7085
2025-12-02 17:30:00,4236.10009765625,4240.5,4200.89990234375,4239.7998046875,5780
2025-12-02 18:30:00,4239.7998046875,4246.60009765625,4206.10009765625,4243.2001953125,10418
2025-12-02 19:30:00,4243.10009765625,4262.2001953125,4210.2001953125,4251.10009765625,22189
2025-12-02 20:30:00,4250.7998046875,4252.0,4181.5,4200.7998046875,36440
